# §35 full grid (E67 rev: full-bridge tanks, LOW/HIGH mode edge at 500 V, PSM at f_max, line-tracking bus floor), averaged fidelity; PASS = Tj<=150, Ip_rms<=tank class (78/100/120 A rms), fn in [0.45,1.45], eta floor
sku,Vin,Vout,load,temp,mode,ctl,Pout_W,bus_V,fn,Ip_rms_A,Iline_A,eta_pct,Tj_pfc_C,Tj_llc_C,PASS,notes,Tj_jbs_C,Woff_pos_W,Itoff_A
30kw,300,250,0,room,PAR,IDLE,0,650,,0,0,,,,PASS,standby
30kw,300,250,0,hot,PAR,IDLE,0,650,,0,0,,,,PASS,standby
30kw,300,250,0.05,cold,PAR,PSM,1250,650,1.45,8.3,2.5,92.84,11,15,PASS,,10,5.9,13.2
30kw,300,250,0.05,room,PAR,PSM,1250,650,1.45,8.3,2.5,92.83,46,50,PASS,,45,5.9,13.2
30kw,300,250,0.05,hot,PAR,PSM,1250,650,1.45,8.3,2.5,92.83,75,80,PASS,,74,5.9,13.2
30kw,300,250,0.1,cold,PAR,PSM,2500,650,1.45,9.6,5,95.42,11,16,PASS,,11,6.9,15.4
30kw,300,250,0.1,room,PAR,PSM,2500,650,1.45,9.6,5,95.41,46,51,PASS,,46,6.9,15.4
30kw,300,250,0.1,hot,PAR,PSM,2500,650,1.45,9.6,5,95.4,75,81,PASS,,75,6.9,15.4
30kw,300,250,0.25,cold,PAR,PSM,6250,650,1.45,16.2,12.5,96.7,14,22,PASS,,13,11.6,25.9
30kw,300,250,0.25,room,PAR,PSM,6250,650,1.45,16.2,12.5,96.68,49,57,PASS,,48,11.6,25.9
30kw,300,250,0.25,hot,PAR,PSM,6250,650,1.45,16.2,12.5,96.66,78,86,PASS,,77,11.6,25.9
30kw,300,250,0.5,cold,PAR,PSM,12500,650,1.45,29.4,25.1,96.65,19,35,PASS,,16,21.1,47
30kw,300,250,0.5,room,PAR,PSM,12500,650,1.45,29.4,25.1,96.61,55,72,PASS,,51,21.1,47
30kw,300,250,0.5,hot,PAR,PSM,12500,650,1.45,29.4,25.1,96.58,84,102,PASS,,80,21.1,47
30kw,300,250,0.75,cold,PAR,PSM,18750,650,1.45,43.2,37.6,96.26,26,55,PASS,,21,31,69.2
30kw,300,250,0.75,room,PAR,PSM,18750,650,1.45,43.2,37.6,96.2,63,93,PASS,,56,31,69.2
30kw,300,250,0.75,hot,PAR,PSM,18750,650,1.45,43.2,37.6,96.15,93,125,PASS,,85,31,69.2
30kw,300,250,1,cold,PAR,PFM,25000,650,1.443,57.2,50.1,95.62,36,75,PASS,,26,33.9,76
30kw,300,250,1,room,PAR,PFM,25000,650,1.443,57.2,50.1,95.54,74,117,PASS,,61,33.9,76
30kw,300,250,1,hot,PAR,PFM,25000,650,1.443,53.3,46.6,95.62,102,142,PASS,thermal derate to 93% ,89,31.7,70.9
30kw,300,300,0,cold,PAR,IDLE,0,650,,0,0,,,,PASS,standby
30kw,300,300,0,room,PAR,IDLE,0,650,,0,0,,,,PASS,standby
30kw,300,300,0,hot,PAR,IDLE,0,650,,0,0,,,,PASS,standby
30kw,300,300,0.05,cold,PAR,PFM,1364,650,1.191,11.7,2.7,92.99,11,16,PASS,,10,6.1,16.5
30kw,300,300,0.05,room,PAR,PFM,1364,650,1.191,11.7,2.7,92.98,46,51,PASS,,45,6.1,16.5
30kw,300,300,0.05,hot,PAR,PFM,1364,650,1.191,11.7,2.7,92.98,75,80,PASS,,74,6.1,16.5
30kw,300,300,0.1,cold,PAR,PFM,2727,650,1.191,12.5,5.5,95.62,11,17,PASS,,11,6.5,17.7
30kw,300,300,0.1,room,PAR,PFM,2727,650,1.191,12.5,5.5,95.61,46,52,PASS,,46,6.5,17.7
30kw,300,300,0.1,hot,PAR,PFM,2727,650,1.191,12.5,5.5,95.6,75,81,PASS,,75,6.5,17.7
30kw,300,300,0.25,cold,PAR,PFM,6818,650,1.189,17.2,13.7,96.95,14,20,PASS,,13,8.9,24.3
30kw,300,300,0.25,room,PAR,PFM,6818,650,1.189,17.2,13.7,96.93,49,55,PASS,,48,8.9,24.3
30kw,300,300,0.25,hot,PAR,PFM,6818,650,1.189,17.2,13.7,96.91,78,85,PASS,,77,8.9,24.3
30kw,300,300,0.5,cold,PAR,PFM,13636,650,1.183,28.2,27.3,97.05,20,26,PASS,,16,11.4,31.1
30kw,300,300,0.5,room,PAR,PFM,13636,650,1.183,28.2,27.3,97,56,63,PASS,,51,11.4,31.1
30kw,300,300,0.5,hot,PAR,PFM,13636,650,1.183,28.2,27.3,96.97,86,93,PASS,,80,11.4,31.1
30kw,300,300,0.75,cold,PAR,PFM,20455,650,1.175,40.3,41,96.74,29,37,PASS,,20,14,38.6
30kw,300,300,0.75,room,PAR,PFM,20455,650,1.175,40.3,41,96.67,65,75,PASS,,55,14,38.6
30kw,300,300,0.75,hot,PAR,PFM,20455,650,1.175,40.3,41,96.62,96,107,PASS,,84,14,38.6
30kw,300,300,1,cold,PAR,PFM,27273,650,1.166,52.8,54.7,96.32,40,53,PASS,,24,17,47.2
30kw,300,300,1,room,PAR,PFM,27273,650,1.166,52.8,54.7,96.23,79,94,PASS,,59,17,47.2
30kw,300,300,1,hot,PAR,PFM,27273,650,1.166,52.8,54.7,96.15,111,127,PASS,,88,17,47.2
30kw,300,400,0,cold,PAR,IDLE,0,830,,0,0,,,,PASS,standby
30kw,300,400,0,room,PAR,IDLE,0,830,,0,0,,,,PASS,standby
30kw,300,400,0,hot,PAR,IDLE,0,830,,0,0,,,,PASS,standby
30kw,300,400,0.05,cold,PAR,PFM,1364,830,1.084,16.8,2.7,91.5,11,21,PASS,,10,10.1,23.7
30kw,300,400,0.05,room,PAR,PFM,1364,830,1.084,16.8,2.7,91.49,46,56,PASS,,45,10.1,23.7
30kw,300,400,0.05,hot,PAR,PFM,1364,830,1.084,16.8,2.7,91.49,75,86,PASS,,74,10.1,23.7
30kw,300,400,0.1,cold,PAR,PFM,2727,830,1.084,17.1,5.5,94.98,12,21,PASS,,11,10.3,24.2
30kw,300,400,0.1,room,PAR,PFM,2727,830,1.084,17.1,5.5,94.97,47,56,PASS,,46,10.3,24.2
30kw,300,400,0.1,hot,PAR,PFM,2727,830,1.084,17.1,5.5,94.96,76,86,PASS,,75,10.3,24.2
30kw,300,400,0.25,cold,PAR,PFM,6818,830,1.084,19.3,13.7,96.95,15,23,PASS,,12,11.7,27.2
30kw,300,400,0.25,room,PAR,PFM,6818,830,1.084,19.3,13.7,96.92,50,58,PASS,,47,11.7,27.2
30kw,300,400,0.25,hot,PAR,PFM,6818,830,1.084,19.3,13.7,96.89,80,88,PASS,,76,11.7,27.2
30kw,300,400,0.5,cold,PAR,PFM,13636,830,1.083,25.5,27.3,97.23,23,28,PASS,,14,15.3,35.8
30kw,300,400,0.5,room,PAR,PFM,13636,830,1.083,25.5,27.3,97.17,59,65,PASS,,49,15.3,35.8
30kw,300,400,0.5,hot,PAR,PFM,13636,830,1.083,25.5,27.3,97.12,89,94,PASS,,78,15.3,35.8
30kw,300,400,0.75,cold,PAR,PFM,20455,830,1.083,33.4,41,97.07,35,34,PASS,,17,16.1,37.7
30kw,300,400,0.75,room,PAR,PFM,20455,830,1.083,33.4,41,96.98,73,71,PASS,,52,16.1,37.7
30kw,300,400,0.75,hot,PAR,PFM,20455,830,1.083,33.4,41,96.9,104,101,PASS,,81,16.1,37.7
30kw,300,400,1,cold,PAR,PFM,27273,830,1.082,42.1,54.7,96.74,52,42,PASS,,20,17.2,40.3
30kw,300,400,1,room,PAR,PFM,27273,830,1.082,42.1,54.7,96.61,92,80,PASS,,55,17.2,40.3
30kw,300,400,1,hot,PAR,PFM,27273,830,1.082,42.1,54.7,96.5,126,112,PASS,,84,17.2,40.3
30kw,300,500,0,cold,PAR,IDLE,0,830,,0,0,,,,PASS,standby
30kw,300,500,0,room,PAR,IDLE,0,830,,0,0,,,,PASS,standby
30kw,300,500,0,hot,PAR,IDLE,0,830,,0,0,,,,PASS,standby
30kw,300,500,0.05,cold,PAR,PFM,1364,830,0.609,37.1,2.7,86.35,11,33,PASS,,10,12.6,52.5
30kw,300,500,0.05,room,PAR,PFM,1364,830,0.609,37.1,2.7,86.34,46,71,PASS,,45,12.6,52.5
30kw,300,500,0.05,hot,PAR,PFM,1364,830,0.609,37.1,2.7,86.34,75,102,PASS,,74,12.6,52.5
30kw,300,500,0.1,cold,PAR,PFM,2727,830,0.608,37.2,5.5,92.23,12,33,PASS,,11,12.6,52.6
30kw,300,500,0.1,room,PAR,PFM,2727,830,0.608,37.2,5.5,92.22,47,71,PASS,,46,12.6,52.6
30kw,300,500,0.1,hot,PAR,PFM,2727,830,0.608,37.2,5.5,92.21,76,102,PASS,,75,12.6,52.6
30kw,300,500,0.25,cold,PAR,PFM,6818,830,0.607,37.9,13.7,95.96,15,34,PASS,,11,12.9,53.7
30kw,300,500,0.25,room,PAR,PFM,6818,830,0.607,37.9,13.7,95.93,50,72,PASS,,46,12.9,53.7
30kw,300,500,0.25,hot,PAR,PFM,6818,830,0.607,37.9,13.7,95.91,80,103,PASS,,75,12.9,53.7
30kw,300,500,0.5,cold,PAR,PFM,13636,830,0.603,40.5,27.3,96.95,23,37,PASS,,13,13.6,57.2
30kw,300,500,0.5,room,PAR,PFM,13636,830,0.603,40.5,27.3,96.89,59,75,PASS,,48,13.6,57.2
30kw,300,500,0.5,hot,PAR,PFM,13636,830,0.603,40.5,27.3,96.84,89,107,PASS,,77,13.6,57.2
30kw,300,500,0.75,cold,PAR,PFM,20455,830,0.596,44.4,41,97.01,35,42,PASS,,15,14.8,62.8
30kw,300,500,0.75,room,PAR,PFM,20455,830,0.596,44.4,41,96.91,73,80,PASS,,50,14.8,62.8
30kw,300,500,0.75,hot,PAR,PFM,20455,830,0.596,44.4,41,96.84,104,113,PASS,,79,14.8,62.8
30kw,300,500,1,cold,PAR,PFM,27273,830,0.585,49.4,54.7,96.81,52,48,PASS,,17,15.4,66.6
30kw,300,500,1,room,PAR,PFM,27273,830,0.585,49.4,54.7,96.68,92,87,PASS,,52,15.4,66.6
30kw,300,500,1,hot,PAR,PFM,27273,830,0.585,49.4,54.7,96.57,126,120,PASS,,81,15.4,66.6
30kw,300,500,0,cold,SER,IDLE,0,650,,0,0,,,,PASS,standby
30kw,300,500,0,room,SER,IDLE,0,650,,0,0,,,,PASS,standby
30kw,300,500,0,hot,SER,IDLE,0,650,,0,0,,,,PASS,standby
30kw,300,500,0.05,cold,SER,PSM,1364,650,1.45,8.4,2.7,93.45,11,15,PASS,,11,6,13.4
30kw,300,500,0.05,room,SER,PSM,1364,650,1.45,8.4,2.7,93.45,46,51,PASS,,46,6,13.4
30kw,300,500,0.05,hot,SER,PSM,1364,650,1.45,8.4,2.7,93.44,75,80,PASS,,75,6,13.4
30kw,300,500,0.1,cold,SER,PSM,2727,650,1.45,9.9,5.5,95.81,11,17,PASS,,11,7.1,15.9
30kw,300,500,0.1,room,SER,PSM,2727,650,1.45,9.9,5.5,95.81,46,52,PASS,,46,7.1,15.9
30kw,300,500,0.1,hot,SER,PSM,2727,650,1.45,9.9,5.5,95.8,75,81,PASS,,75,7.1,15.9
30kw,300,500,0.25,cold,SER,PSM,6818,650,1.45,17.3,13.7,96.93,14,23,PASS,,13,12.4,27.7
30kw,300,500,0.25,room,SER,PSM,6818,650,1.45,17.3,13.7,96.91,49,58,PASS,,48,12.4,27.7
30kw,300,500,0.25,hot,SER,PSM,6818,650,1.45,17.3,13.7,96.89,78,88,PASS,,77,12.4,27.7
30kw,300,500,0.5,cold,SER,PSM,13636,650,1.45,31.9,27.3,96.79,20,38,PASS,,17,22.9,51
30kw,300,500,0.5,room,SER,PSM,13636,650,1.45,31.9,27.3,96.75,56,75,PASS,,52,22.9,51
30kw,300,500,0.5,hot,SER,PSM,13636,650,1.45,31.9,27.3,96.71,86,106,PASS,,81,22.9,51
30kw,300,500,0.75,cold,SER,PSM,20455,650,1.45,47,41,96.33,29,61,PASS,,22,33.7,75.2
30kw,300,500,0.75,room,SER,PSM,20455,650,1.45,47,41,96.26,65,101,PASS,,57,33.7,75.2
30kw,300,500,0.75,hot,SER,PSM,20455,650,1.45,47,41,96.21,96,133,PASS,,86,33.7,75.2
30kw,300,500,1,cold,SER,PFM,27273,650,1.422,62.3,54.7,95.63,40,87,PASS,,28,36.4,82.7
30kw,300,500,1,room,SER,PFM,27273,650,1.422,62.3,54.7,95.54,79,130,PASS,,63,36.4,82.7
30kw,300,500,1,hot,SER,PFM,27273,650,1.422,54.1,47.3,95.79,102,143,PASS,thermal derate to 86% ,89,31.7,72
30kw,300,750,0,cold,SER,IDLE,0,789,,0,0,,,,PASS,standby
30kw,300,750,0,room,SER,IDLE,0,789,,0,0,,,,PASS,standby
30kw,300,750,0,hot,SER,IDLE,0,789,,0,0,,,,PASS,standby
30kw,300,750,0.05,cold,SER,PFM,1364,789,1.119,15.3,2.7,92.06,11,19,PASS,,10,9.1,21.6
30kw,300,750,0.05,room,SER,PFM,1364,789,1.119,15.3,2.7,92.06,46,55,PASS,,45,9.1,21.6
30kw,300,750,0.05,hot,SER,PFM,1364,789,1.119,15.3,2.7,92.05,75,84,PASS,,74,9.1,21.6
30kw,300,750,0.1,cold,SER,PFM,2727,789,1.119,15.7,5.5,95.32,12,20,PASS,,11,9.3,22.2
30kw,300,750,0.1,room,SER,PFM,2727,789,1.119,15.7,5.5,95.31,47,55,PASS,,46,9.3,22.2
30kw,300,750,0.1,hot,SER,PFM,2727,789,1.119,15.7,5.5,95.3,76,84,PASS,,75,9.3,22.2
30kw,300,750,0.25,cold,SER,PFM,6818,789,1.118,18.3,13.7,97.11,15,22,PASS,,12,10.9,25.9
30kw,300,750,0.25,room,SER,PFM,6818,789,1.118,18.3,13.7,97.09,50,57,PASS,,47,10.9,25.9
30kw,300,750,0.25,hot,SER,PFM,6818,789,1.118,18.3,13.7,97.06,79,87,PASS,,76,10.9,25.9
30kw,300,750,0.5,cold,SER,PFM,13636,789,1.118,25.6,27.3,97.35,23,27,PASS,,14,14.2,33.8
30kw,300,750,0.5,room,SER,PFM,13636,789,1.118,25.6,27.3,97.29,59,64,PASS,,49,14.2,33.8
30kw,300,750,0.5,hot,SER,PFM,13636,789,1.118,25.6,27.3,97.24,89,94,PASS,,78,14.2,33.8
30kw,300,750,0.75,cold,SER,PFM,20455,789,1.116,34.4,41,97.16,34,34,PASS,,17,15.5,36.9
30kw,300,750,0.75,room,SER,PFM,20455,789,1.116,34.4,41,97.07,71,71,PASS,,52,15.5,36.9
30kw,300,750,0.75,hot,SER,PFM,20455,789,1.116,34.4,41,96.99,103,102,PASS,,81,15.5,36.9
30kw,300,750,1,cold,SER,PFM,27273,789,1.114,43.9,54.7,96.8,50,43,PASS,,20,17.1,40.9
30kw,300,750,1,room,SER,PFM,27273,789,1.114,43.9,54.7,96.68,90,82,PASS,,55,17.1,40.9
30kw,300,750,1,hot,SER,PFM,27273,789,1.114,43.9,54.7,96.57,123,114,PASS,,84,17.1,40.9
30kw,300,1000,0,cold,SER,IDLE,0,830,,0,0,,,,PASS,standby
30kw,300,1000,0,room,SER,IDLE,0,830,,0,0,,,,PASS,standby
30kw,300,1000,0,hot,SER,IDLE,0,830,,0,0,,,,PASS,standby
30kw,300,1000,0.05,cold,SER,PFM,1364,830,0.609,37.1,2.7,86.43,11,33,PASS,,10,12.6,52.5
30kw,300,1000,0.05,room,SER,PFM,1364,830,0.609,37.1,2.7,86.42,46,71,PASS,,45,12.6,52.5
30kw,300,1000,0.05,hot,SER,PFM,1364,830,0.609,37.1,2.7,86.42,75,102,PASS,,74,12.6,52.5
30kw,300,1000,0.1,cold,SER,PFM,2727,830,0.608,37.2,5.5,92.32,12,33,PASS,,11,12.6,52.6
30kw,300,1000,0.1,room,SER,PFM,2727,830,0.608,37.2,5.5,92.3,47,71,PASS,,46,12.6,52.6
30kw,300,1000,0.1,hot,SER,PFM,2727,830,0.608,37.2,5.5,92.3,76,102,PASS,,75,12.6,52.6
30kw,300,1000,0.25,cold,SER,PFM,6818,830,0.607,37.9,13.7,96.05,15,34,PASS,,11,12.9,53.7
30kw,300,1000,0.25,room,SER,PFM,6818,830,0.607,37.9,13.7,96.03,50,72,PASS,,46,12.9,53.7
30kw,300,1000,0.25,hot,SER,PFM,6818,830,0.607,37.9,13.7,96,80,103,PASS,,75,12.9,53.7
30kw,300,1000,0.5,cold,SER,PFM,13636,830,0.603,40.5,27.3,97.05,23,37,PASS,,13,13.6,57.2
30kw,300,1000,0.5,room,SER,PFM,13636,830,0.603,40.5,27.3,96.99,59,75,PASS,,48,13.6,57.2
30kw,300,1000,0.5,hot,SER,PFM,13636,830,0.603,40.5,27.3,96.94,89,107,PASS,,77,13.6,57.2
30kw,300,1000,0.75,cold,SER,PFM,20455,830,0.596,44.4,41,97.11,35,42,PASS,,15,14.8,62.8
30kw,300,1000,0.75,room,SER,PFM,20455,830,0.596,44.4,41,97.01,73,80,PASS,,50,14.8,62.8
30kw,300,1000,0.75,hot,SER,PFM,20455,830,0.596,44.4,41,96.93,104,113,PASS,,79,14.8,62.8
30kw,300,1000,1,cold,SER,PFM,27273,830,0.585,49.4,54.7,96.91,52,48,PASS,,17,15.4,66.6
30kw,300,1000,1,room,SER,PFM,27273,830,0.585,49.4,54.7,96.78,92,87,PASS,,52,15.4,66.6
30kw,300,1000,1,hot,SER,PFM,27273,830,0.585,49.4,54.7,96.67,126,120,PASS,,81,15.4,66.6
30kw,330,150,0,cold,PAR,IDLE,0,650,,0,0,,,,PASS,standby
30kw,330,150,0,room,PAR,IDLE,0,650,,0,0,,,,PASS,standby
30kw,330,150,0,hot,PAR,IDLE,0,650,,0,0,,,,PASS,standby
30kw,330,150,0.05,cold,PAR,PSM,750,650,1.45,5.5,1.4,86,10,25,PASS,,10,3.9,8.7
30kw,330,150,0.05,room,PAR,PSM,750,650,1.45,5.5,1.4,86,45,60,PASS,,45,3.9,8.7
30kw,330,150,0.05,hot,PAR,PSM,750,650,1.45,5.5,1.4,86,74,89,PASS,,74,3.9,8.7
30kw,330,150,0.1,cold,PAR,PSM,1500,650,1.45,7.3,2.7,91.23,11,26,PASS,,11,5.3,11.7
30kw,330,150,0.1,room,PAR,PSM,1500,650,1.45,7.3,2.7,91.23,46,61,PASS,,46,5.3,11.7
30kw,330,150,0.1,hot,PAR,PSM,1500,650,1.45,7.3,2.7,91.23,75,90,PASS,,75,5.3,11.7
30kw,330,150,0.25,cold,PAR,PSM,3750,650,1.45,14.9,6.8,94.29,12,27,PASS,,13,10.7,23.9
30kw,330,150,0.25,room,PAR,PSM,3750,650,1.45,14.9,6.8,94.29,47,63,PASS,,48,10.7,23.9
30kw,330,150,0.25,hot,PAR,PSM,3750,650,1.45,14.9,6.8,94.28,76,92,PASS,,77,10.7,23.9
30kw,330,150,0.5,cold,PAR,PSM,7500,650,1.45,28.7,13.7,94.8,14,34,PASS,,16,20.6,46
30kw,330,150,0.5,room,PAR,PSM,7500,650,1.45,28.7,13.7,94.79,49,71,PASS,,51,20.6,46
30kw,330,150,0.5,hot,PAR,PSM,7500,650,1.45,28.7,13.7,94.78,78,101,PASS,,80,20.6,46
30kw,330,150,0.75,cold,PAR,PSM,11250,650,1.45,42.8,20.5,94.53,16,54,PASS,,21,30.7,68.4
30kw,330,150,0.75,room,PAR,PSM,11250,650,1.45,42.8,20.5,94.51,52,93,PASS,,56,30.7,68.4
30kw,330,150,0.75,hot,PAR,PSM,11250,650,1.45,42.8,20.5,94.49,81,124,PASS,,85,30.7,68.4
30kw,330,150,1,cold,PAR,PSM,15000,650,1.45,56.9,27.3,94.07,19,81,PASS,,26,40.8,91
30kw,330,150,1,room,PAR,PSM,15000,650,1.45,56.9,27.3,94.04,55,123,PASS,,61,40.8,91
30kw,330,150,1,hot,PAR,PSM,15000,650,1.45,52.9,25.4,94.16,83,147,PASS,thermal derate to 93% ,89,38,84.7
30kw,330,200,0,cold,PAR,IDLE,0,650,,0,0,,,,PASS,standby
30kw,330,200,0,room,PAR,IDLE,0,650,,0,0,,,,PASS,standby
30kw,330,200,0,hot,PAR,IDLE,0,650,,0,0,,,,PASS,standby
30kw,330,200,0.05,cold,PAR,PSM,1000,650,1.45,6.8,1.8,90.96,10,14,PASS,,10,4.9,10.9
30kw,330,200,0.05,room,PAR,PSM,1000,650,1.45,6.8,1.8,90.95,45,49,PASS,,45,4.9,10.9
30kw,330,200,0.05,hot,PAR,PSM,1000,650,1.45,6.8,1.8,90.95,74,78,PASS,,74,4.9,10.9
30kw,330,200,0.1,cold,PAR,PSM,2000,650,1.45,8.4,3.6,94.25,11,15,PASS,,11,6,13.5
30kw,330,200,0.1,room,PAR,PSM,2000,650,1.45,8.4,3.6,94.25,46,51,PASS,,46,6,13.5
30kw,330,200,0.1,hot,PAR,PSM,2000,650,1.45,8.4,3.6,94.25,75,80,PASS,,75,6,13.5
30kw,330,200,0.25,cold,PAR,PSM,5000,650,1.45,15.5,9.1,96,12,21,PASS,,13,11.1,24.8
30kw,330,200,0.25,room,PAR,PSM,5000,650,1.45,15.5,9.1,95.99,47,56,PASS,,48,11.1,24.8
30kw,330,200,0.25,hot,PAR,PSM,5000,650,1.45,15.5,9.1,95.98,76,86,PASS,,77,11.1,24.8
30kw,330,200,0.5,cold,PAR,PSM,10000,650,1.45,29,18.2,96.12,15,35,PASS,,16,20.8,46.4
30kw,330,200,0.5,room,PAR,PSM,10000,650,1.45,29,18.2,96.1,51,71,PASS,,51,20.8,46.4
30kw,330,200,0.5,hot,PAR,PSM,10000,650,1.45,29,18.2,96.08,80,102,PASS,,80,20.8,46.4
30kw,330,200,0.75,cold,PAR,PSM,15000,650,1.45,43,27.3,95.78,19,54,PASS,,21,30.8,68.8
30kw,330,200,0.75,room,PAR,PSM,15000,650,1.45,43,27.3,95.75,55,93,PASS,,56,30.8,68.8
30kw,330,200,0.75,hot,PAR,PSM,15000,650,1.45,43,27.3,95.72,84,125,PASS,,85,30.8,68.8
30kw,330,200,1,cold,PAR,PSM,20000,650,1.45,57,36.4,95.34,24,82,PASS,,26,40.9,91.2
30kw,330,200,1,room,PAR,PSM,20000,650,1.45,57,36.4,95.29,60,124,PASS,,61,40.9,91.2
30kw,330,200,1,hot,PAR,PSM,20000,650,1.45,53.1,33.9,95.39,88,148,PASS,thermal derate to 93% ,89,38.1,84.9
30kw,330,250,0,cold,PAR,IDLE,0,650,,0,0,,,,PASS,standby
30kw,330,250,0,room,PAR,IDLE,0,650,,0,0,,,,PASS,standby
30kw,330,250,0,hot,PAR,IDLE,0,650,,0,0,,,,PASS,standby
30kw,330,250,0.05,cold,PAR,PSM,1250,650,1.45,8.3,2.3,92.85,11,15,PASS,,10,5.9,13.2
30kw,330,250,0.05,room,PAR,PSM,1250,650,1.45,8.3,2.3,92.85,46,50,PASS,,45,5.9,13.2
30kw,330,250,0.05,hot,PAR,PSM,1250,650,1.45,8.3,2.3,92.85,75,80,PASS,,74,5.9,13.2
30kw,330,250,0.1,cold,PAR,PSM,2500,650,1.45,9.6,4.6,95.44,11,16,PASS,,11,6.9,15.4
30kw,330,250,0.1,room,PAR,PSM,2500,650,1.45,9.6,4.6,95.43,46,51,PASS,,46,6.9,15.4
30kw,330,250,0.1,hot,PAR,PSM,2500,650,1.45,9.6,4.6,95.43,75,81,PASS,,75,6.9,15.4
30kw,330,250,0.25,cold,PAR,PSM,6250,650,1.45,16.2,11.4,96.75,13,22,PASS,,13,11.6,25.9
30kw,330,250,0.25,room,PAR,PSM,6250,650,1.45,16.2,11.4,96.74,48,57,PASS,,48,11.6,25.9
30kw,330,250,0.25,hot,PAR,PSM,6250,650,1.45,16.2,11.4,96.73,77,86,PASS,,77,11.6,25.9
30kw,330,250,0.5,cold,PAR,PSM,12500,650,1.45,29.4,22.8,96.75,17,35,PASS,,16,21.1,47
30kw,330,250,0.5,room,PAR,PSM,12500,650,1.45,29.4,22.8,96.73,53,72,PASS,,51,21.1,47
30kw,330,250,0.5,hot,PAR,PSM,12500,650,1.45,29.4,22.8,96.7,82,102,PASS,,80,21.1,47
30kw,330,250,0.75,cold,PAR,PSM,18750,650,1.45,43.2,34.2,96.41,23,55,PASS,,21,31,69.2
30kw,330,250,0.75,room,PAR,PSM,18750,650,1.45,43.2,34.2,96.37,59,93,PASS,,56,31,69.2
30kw,330,250,0.75,hot,PAR,PSM,18750,650,1.45,43.2,34.2,96.34,89,125,PASS,,85,31,69.2
30kw,330,250,1,cold,PAR,PFM,25000,650,1.443,57.2,45.5,95.82,30,75,PASS,,26,33.9,76
30kw,330,250,1,room,PAR,PFM,25000,650,1.443,57.2,45.5,95.77,67,117,PASS,,61,33.9,76
30kw,330,250,1,hot,PAR,PFM,25000,650,1.443,53.3,42.4,95.86,95,142,PASS,thermal derate to 93% ,89,31.7,70.9
30kw,330,300,0,cold,PAR,IDLE,0,650,,0,0,,,,PASS,standby
30kw,330,300,0,room,PAR,IDLE,0,650,,0,0,,,,PASS,standby
30kw,330,300,0,hot,PAR,IDLE,0,650,,0,0,,,,PASS,standby
30kw,330,300,0.05,cold,PAR,PFM,1500,650,1.191,11.7,2.7,93.48,11,16,PASS,,10,6.1,16.6
30kw,330,300,0.05,room,PAR,PFM,1500,650,1.191,11.7,2.7,93.48,46,51,PASS,,45,6.1,16.6
30kw,330,300,0.05,hot,PAR,PFM,1500,650,1.191,11.7,2.7,93.48,75,81,PASS,,74,6.1,16.6
30kw,330,300,0.1,cold,PAR,PFM,3000,650,1.191,12.7,5.5,95.88,11,17,PASS,,11,6.6,18
30kw,330,300,0.1,room,PAR,PFM,3000,650,1.191,12.7,5.5,95.87,46,52,PASS,,46,6.6,18
30kw,330,300,0.1,hot,PAR,PFM,3000,650,1.191,12.7,5.5,95.86,75,81,PASS,,75,6.6,18
30kw,330,300,0.25,cold,PAR,PFM,7500,650,1.189,18.2,13.7,97.06,14,21,PASS,,13,9.5,25.7
30kw,330,300,0.25,room,PAR,PFM,7500,650,1.189,18.2,13.7,97.04,49,56,PASS,,48,9.5,25.7
30kw,330,300,0.25,hot,PAR,PFM,7500,650,1.189,18.2,13.7,97.03,78,86,PASS,,77,9.5,25.7
30kw,330,300,0.5,cold,PAR,PFM,15000,650,1.182,30.6,27.3,97.12,19,28,PASS,,16,11.9,32.5
30kw,330,300,0.5,room,PAR,PFM,15000,650,1.182,30.6,27.3,97.09,55,65,PASS,,51,11.9,32.5
30kw,330,300,0.5,hot,PAR,PFM,15000,650,1.182,30.6,27.3,97.06,84,95,PASS,,80,11.9,32.5
30kw,330,300,0.75,cold,PAR,PFM,22500,650,1.173,44.1,41,96.81,27,41,PASS,,21,14.9,41.1
30kw,330,300,0.75,room,PAR,PFM,22500,650,1.173,44.1,41,96.76,63,80,PASS,,56,14.9,41.1
30kw,330,300,0.75,hot,PAR,PFM,22500,650,1.173,44.1,41,96.72,94,112,PASS,,85,14.9,41.1
30kw,330,300,1,cold,PAR,PFM,30000,650,1.162,57.9,54.7,96.4,37,61,PASS,,26,18.2,50.8
30kw,330,300,1,room,PAR,PFM,30000,650,1.162,57.9,54.7,96.33,75,103,PASS,,61,18.2,50.8
30kw,330,300,1,hot,PAR,PFM,30000,650,1.162,57.9,54.7,96.28,106,138,PASS,,90,18.2,50.8
30kw,330,400,0,cold,PAR,IDLE,0,830,,0,0,,,,PASS,standby
30kw,330,400,0,room,PAR,IDLE,0,830,,0,0,,,,PASS,standby
30kw,330,400,0,hot,PAR,IDLE,0,830,,0,0,,,,PASS,standby
30kw,330,400,0.05,cold,PAR,PFM,1500,830,1.084,16.8,2.7,92.14,11,21,PASS,,10,10.2,23.7
30kw,330,400,0.05,room,PAR,PFM,1500,830,1.084,16.8,2.7,92.13,46,56,PASS,,45,10.2,23.7
